Année,Catégorie,Sous-catégorie,Valeur
1988,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1989,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1990,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1991,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1992,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1993,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1994,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1995,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1996,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1997,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement
1998,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,4.21
1999,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,3
2000,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,2.43
2001,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,2.19
2002,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,1.54
2003,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,-0.04
2004,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,-1.39
2005,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,-0.71
2006,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,0.59
2007,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,1.6
2008,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,8.07
2009,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,-0.23
2010,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,-0.83
2011,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,5.92
2012,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,4.5
2013,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,3.32
2014,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,2.59
2015,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,1.85
2016,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,0.25
2017,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,0.22
2018,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,1.23
2019,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,0.54
2020,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction logement,0.56
1970,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1971,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1972,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1973,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1974,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1975,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1976,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1977,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1978,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1979,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1980,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1981,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1982,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1983,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1984,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1985,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1986,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1987,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1988,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1989,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1990,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1991,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1992,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1993,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1994,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1995,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1996,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1997,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante
1998,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,3.25
1999,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,0.49
2000,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,1.02
2001,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,2.17
2002,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,3.8
2003,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,0.11
2004,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,-0.31
2005,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,1.4
2006,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,1.8
2007,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,2.82
2008,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,1.53
2009,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,0.15
2010,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,0.18
2011,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,0.93
2012,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,-0.86
2013,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,-1.74
2014,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,0.7
2015,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,1.19
2016,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,-0.17
2017,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,-0.29
2018,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,-0.06
2019,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,0.26
2020,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Sante,0.68
1970,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1971,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1972,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1973,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1974,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1975,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1976,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1977,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1978,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1979,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1980,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1981,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1982,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1983,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1984,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1985,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1986,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1987,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1988,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1989,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1990,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1991,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1992,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1993,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1994,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1995,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1996,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1997,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport
1998,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,0.78
1999,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,5.39
2000,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,13.3
2001,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,4.48
2002,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,-0.24
2003,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,0.27
2004,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,6.77
2005,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,13.96
2006,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,8.77
2007,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,-0.66
2008,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,7.45
2009,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,0.18
2010,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,1.66
2011,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,1.05
2012,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,1
2013,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,1.03
2014,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,-0.42
2015,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,-0.38
2016,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,-1.51
2017,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,-0.17
2018,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,0.2
2019,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,0.57
2020,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Transport,2.07
1970,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Communication
1971,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Communication
1972,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Communication
1973,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Communication
1974,Taux d'inflation en moyenne annuelle,Taux d'inflation en moyenne annuelle de la fonction Communication
